id_cliente,nome,email,cidade,estado,pais,data_cadastro,canal_aquisicao,segmento
22717,Andrade,araujofrancisco@ribeiro.br,da Conceicao da Prata,RN,BR,2022-11-04,inbound,financeiro
22718,Martins S.A.,oliver13@alves.com,Oliveira da Mata,MS,BR,2023-09-20,outbound,ti
22719,da Conceicao,gsampaio@araujo.org,Machado,RS,BR,2023-02-13,parceiro,varejo
22720,Moura,jduarte@santos.com,Alves da Prata,SC,BR,2023-06-05,inbound,ti
22721,Alves - EI,ipereira@silveira.net,Goncalves,SC,BR,2023-04-30,parceiro,ti
22722,Lopes,maria-lizborges@da.com,Moura de Machado,DF,BR,2025-07-05,outbound,ti
22723,Viana Sampaio Ltda.,cavalcantimaria-luisa@fonseca.org,Pastor,RS,BR,2023-11-25,inbound,saude
22724,Sales,lavinia68@leao.com,Sales do Campo,CE,BR,2024-07-18,parceiro,ti
22725,Duarte S/A,eloah51@barbosa.com,Cassiano de Rezende,AM,BR,2025-04-08,evento,educacao
22726,Pimenta,riosliam@da.com,Camara,BA,BR,2023-10-13,inbound,financeiro
22727,das Neves - EI,pereiravinicius@da.com,Brito,MT,BR,2024-03-07,inbound,ti
22728,Souza,nathan08@fogaca.br,Moraes,SC,BR,2022-04-21,evento,servicos
22729,Ferreira Silveira - EI,ferreiraguilherme@porto.br,Barbosa,SP,BR,2023-08-27,inbound,educacao
22730,Freitas,moraesjoao-pedro@fonseca.org,Fogaca Paulista,PB,BR,2022-08-08,evento,ti
22731,Camara,esilva@nogueira.br,Fonseca do Galho,ES,BR,2024-10-25,inbound,varejo
22732,Vieira,mmarques@souza.com,da Paz,MS,BR,2025-08-11,inbound,varejo
22733,da Costa,vitorandrade@abreu.net,Macedo Paulista,SP,BR,2023-10-31,inbound,ti
22734,da Rocha,isadora03@sampaio.br,Moreira,MS,BR,2024-06-13,inbound,servicos
22735,Brito,ana-juliarezende@albuquerque.br,Mendonca,MS,BR,2023-05-28,inbound,industria
22736,Mendonca - ME,silvadiego@camargo.br,Novaes,AM,BR,2025-05-20,outbound,varejo
22737,Marques,yago66@leao.com,Pires,SP,BR,2022-04-29,inbound,industria
22738,Cassiano Castro S.A.,cecilia71@nunes.net,Goncalves,MG,BR,2023-01-20,parceiro,ti
22739,das Neves,fogacaluigi@da.br,Ramos,ES,BR,2022-09-17,parceiro,ti
22740,Siqueira,juanmendonca@lopes.br,Cassiano do Oeste,BA,BR,2025-04-13,parceiro,varejo
22741,Sa Ltda.,vitor-hugoborges@campos.com,Andrade,PR,BR,2022-05-14,outbound,varejo
22742,da Costa Andrade S/A,fogacajulia@costa.com,Novais,SP,BR,2022-04-12,outbound,ti
22743,Monteiro Albuquerque S.A.,rafaela34@gomes.com,Moreira,SP,BR,2023-01-20,parceiro,educacao
22744,Vasconcelos,gael-henriqueda-rosa@borges.net,Moura do Sul,MS,BR,2023-03-31,parceiro,industria
22745,Sousa,iguerra@da.net,Azevedo,PE,BR,2024-12-21,inbound,varejo
22746,Melo - ME,oliviaaragao@viana.com,Correia,GO,BR,2024-08-17,outbound,ti
22747,Teixeira,ida-mota@pires.net,Vieira Grande,MT,BR,2024-06-19,inbound,varejo
22748,Sales,lucassiqueira@guerra.br,Silveira de da Mota,PA,BR,2023-07-20,inbound,financeiro
22749,Nascimento Sales S/A,maysafogaca@costa.br,Monteiro,MA,BR,2022-01-07,inbound,ti
22750,Caldeira,cirinoanthony-gabriel@cavalcante.com,Peixoto,ES,BR,2024-05-17,parceiro,varejo
22751,Fogaca,gda-conceicao@mendes.org,Campos de Guerra,MA,BR,2023-05-30,inbound,ti
22752,Novaes Garcia e Filhos,qabreu@cardoso.com,Nunes,RS,BR,2022-11-28,outbound,ti
22753,Camargo - ME,das-neveselisa@sales.net,Azevedo da Prata,RS,BR,2023-03-21,outbound,industria
22754,Cassiano S/A,da-luzcarolina@almeida.org,Costela,MG,BR,2022-12-01,parceiro,varejo
22755,Fernandes,ottosilva@costa.br,Barros da Mata,SC,BR,2023-10-23,inbound,saude
22756,Aragao S/A,vleao@vargas.com,Vasconcelos,PR,BR,2022-10-15,outbound,financeiro
22757,Pimenta,eduardo50@cassiano.com,Freitas,GO,BR,2024-11-01,inbound,financeiro
22758,Ferreira Ltda.,luiz-fernando29@cavalcante.org,Cavalcanti,CE,BR,2024-09-23,parceiro,varejo
22759,Nunes,bianca61@dias.br,Martins de Pires,MG,BR,2025-02-01,inbound,financeiro
22760,Pacheco Ribeiro S.A.,wrocha@da.br,Cardoso,CE,BR,2025-07-10,inbound,varejo
22761,da Luz da Cunha Ltda.,vitor71@da.net,Jesus Paulista,ES,BR,2022-06-22,inbound,ti
22762,Lopes,davi-miguelferreira@camara.br,Marques do Amparo,MG,BR,2022-11-17,inbound,varejo
22763,Cirino,peixotodom@da.br,Novaes de Rodrigues,PI,BR,2024-12-04,inbound,saude
22764,Cirino Cardoso S/A,samuel83@andrade.com,da Cunha,RN,BR,2022-07-30,parceiro,servicos
22765,Souza,theocorreia@pereira.com,Albuquerque das Flores,ES,BR,2024-06-25,inbound,educacao
22766,da Mota,yribeiro@alves.br,da Conceicao da Mata,PB,BR,2024-01-07,parceiro,saude
22767,Correia - EI,nogueiramaria-cecilia@vieira.net,Camargo,RS,BR,2023-02-21,outbound,educacao
22768,Rezende,moreiraester@da.com,Goncalves do Norte,DF,BR,2022-09-21,inbound,servicos
22769,Machado - ME,eloahsouza@guerra.org,Peixoto,PB,BR,2022-10-28,inbound,industria
22770,Costela Aragao S.A.,viniciusramos@borges.com,Santos do Galho,PE,BR,2025-06-03,inbound,educacao
22771,Dias - ME,montenegrothales@aparecida.com,das Neves,CE,BR,2022-04-14,inbound,financeiro
22772,Pastor,pedro-miguelfogaca@das.com,Goncalves,MA,BR,2024-09-13,parceiro,financeiro
22773,Mendes S/A,maria-lizleao@moura.br,Duarte,PA,BR,2022-08-09,parceiro,saude
22774,Sousa,maria-alice47@da.br,Martins da Prata,SC,BR,2022-11-30,inbound,servicos
22775,Peixoto,gribeiro@barbosa.net,Costa,BA,BR,2023-02-22,outbound,servicos
22776,Santos,tmendonca@costa.br,Silveira,SC,BR,2025-08-17,inbound,financeiro
22777,Albuquerque - ME,hsiqueira@nogueira.br,Casa Grande das Flores,GO,BR,2023-09-27,inbound,educacao
22778,Jesus Camargo e Filhos,cunhakaique@silva.br,Pastor do Galho,RN,BR,2024-08-18,evento,saude
22779,Carvalho - EI,kaiquealbuquerque@montenegro.com,Sales,MA,BR,2023-03-12,parceiro,varejo
22780,da Rocha,sgarcia@sampaio.com,Pacheco,ES,BR,2023-01-29,inbound,ti
22781,Santos - EI,jose-miguel64@aragao.org,Pastor,PA,BR,2024-01-04,parceiro,financeiro
22782,Azevedo - ME,maria89@machado.com,Dias,PB,BR,2022-02-12,inbound,varejo
22783,Alves Rodrigues - ME,viniciussilva@monteiro.com,Aparecida,BA,BR,2022-07-29,parceiro,ti
22784,Moura Casa Grande S/A,soliveira@sousa.br,Machado,PR,BR,2024-08-23,evento,financeiro
22785,Dias,vitor-gabrielsiqueira@dias.net,Cavalcante de Araujo,AM,BR,2022-01-11,inbound,financeiro
22786,Nogueira Macedo - EI,yda-mota@teixeira.com,Pacheco,RS,BR,2022-08-04,inbound,financeiro
22787,Carvalho,beniciobrito@abreu.br,Guerra,SP,BR,2025-04-02,evento,saude
22788,Abreu Vasconcelos e Filhos,moraessabrina@silva.br,Silveira de Correia,RS,BR,2022-08-13,inbound,varejo
22789,Novaes da Paz S/A,isabel74@araujo.com,Guerra,MG,BR,2025-06-23,outbound,varejo
22790,Casa Grande,fariasapollo@nogueira.br,Costa,RS,BR,2023-10-20,inbound,financeiro
22791,Montenegro Ltda.,luiz-otavio63@fonseca.br,Souza de das Neves,SP,BR,2024-02-12,parceiro,saude
22792,Duarte - ME,mendoncamurilo@melo.com,Sales,ES,BR,2022-01-16,inbound,saude
22793,Novais S.A.,elisafogaca@nascimento.br,Nogueira do Norte,PA,BR,2025-05-02,outbound,varejo
22794,Oliveira S/A,maria-juliamarques@da.net,Castro,RJ,BR,2024-10-29,parceiro,financeiro
22795,Rezende Jesus S/A,hsales@cassiano.com,Cirino do Campo,CE,BR,2023-05-29,evento,industria
22796,Sampaio,alexia60@moura.br,Monteiro,BA,BR,2022-10-20,inbound,industria
22797,Souza,costahelena@santos.com,Pimenta dos Dourados,PA,BR,2025-01-12,inbound,industria
22798,Duarte,guerraalice@da.com,Rios,RJ,BR,2025-05-17,parceiro,varejo
22799,Pimenta,brayanporto@martins.br,da Costa da Praia,SP,BR,2022-02-27,inbound,financeiro
22800,Novaes Ltda.,hda-luz@nascimento.com,Santos,PB,BR,2024-09-11,parceiro,industria
22801,Albuquerque,jose-miguel20@silveira.org,da Rosa Paulista,BA,BR,2024-04-30,outbound,servicos
22802,Nogueira Lima Ltda.,rafaelasousa@cavalcanti.org,Camara,PB,BR,2023-10-10,outbound,ti
22803,Marques,jade22@monteiro.com,Barbosa,MA,BR,2025-09-16,evento,educacao
22804,Pinto S.A.,marcela13@cassiano.com,da Rocha,PE,BR,2023-04-06,inbound,financeiro
22805,Ramos,rsiqueira@da.br,Pinto de Goias,ES,BR,2024-08-26,inbound,varejo
22806,Rodrigues Ltda.,hellena64@vasconcelos.com,Barros,GO,BR,2025-09-10,evento,educacao
22807,Moraes,ualmeida@souza.org,Farias,CE,BR,2025-05-18,inbound,varejo
22808,das Neves,maria-laura57@camara.com,Araujo Alegre,RS,BR,2025-02-22,inbound,industria
22809,Andrade,ramosian@vieira.br,Silveira da Mata,BA,BR,2023-11-23,inbound,servicos
22810,Guerra,da-cruzgustavo@siqueira.br,Santos,RN,BR,2022-10-17,parceiro,ti
22811,Cassiano,bcavalcante@sousa.br,Melo,GO,BR,2025-05-22,parceiro,saude
22812,Alves Viana e Filhos,mgoncalves@freitas.net,Lopes,RJ,BR,2025-01-25,inbound,varejo
22813,Freitas - ME,allana56@vieira.org,Cavalcante das Flores,PB,BR,2024-07-08,inbound,varejo
22814,Pacheco e Filhos,gael35@vieira.com,Fernandes de Moraes,ES,BR,2022-09-06,inbound,saude
22815,da Mata,isis83@cardoso.org,Barbosa,CE,BR,2024-01-03,parceiro,servicos
22816,Caldeira,novaesisis@da.br,Araujo,GO,BR,2023-06-09,inbound,educacao
22817,Albuquerque,pcosta@campos.br,Vieira de Goias,PR,BR,2025-01-19,evento,industria
22818,Carvalho e Filhos,rsampaio@macedo.com,Marques,BA,BR,2023-12-06,outbound,financeiro
22819,Farias Aragao - ME,benjaminoliveira@das.br,Casa Grande,SP,BR,2024-02-11,inbound,varejo
22820,Pires,emilly03@siqueira.com,Porto Paulista,PR,BR,2023-07-30,inbound,ti
22821,Garcia,fonsecarodrigo@marques.com,Macedo das Pedras,SC,BR,2024-04-21,inbound,educacao
22822,Araujo,juliana01@gomes.com,Mendes Paulista,PA,BR,2024-01-14,inbound,saude
22823,Alves,maria-helena59@aragao.br,Araujo,GO,BR,2022-06-16,inbound,educacao
22824,Pinto,maysamartins@barros.br,da Costa de Cavalcanti,PE,BR,2025-06-28,inbound,servicos
22825,Moraes Ltda.,jesusheloisa@da.com,Monteiro,PI,BR,2025-04-24,inbound,industria
22826,Sampaio,vsilveira@novaes.com,Albuquerque do Norte,RJ,BR,2022-09-06,outbound,varejo
22827,Lima,fernando44@duarte.com,da Paz dos Dourados,MS,BR,2022-12-06,inbound,educacao
22828,Mendonca,ravy82@pacheco.com,Rios de Minas,DF,BR,2025-03-07,parceiro,educacao
22829,Melo Oliveira e Filhos,cpires@pinto.com,Rezende,PE,BR,2022-04-19,inbound,industria
22830,Pacheco Brito - EI,rodriguesstella@castro.com,Novais do Norte,RJ,BR,2024-04-09,inbound,ti
22831,Mendonca,dantecampos@pacheco.br,Moreira do Galho,MS,BR,2023-02-21,parceiro,industria
22832,Camara,moraesana-livia@vargas.org,Azevedo de Andrade,SC,BR,2023-03-02,outbound,ti
22833,Cassiano,trodrigues@correia.net,Silva de da Rocha,PR,BR,2024-12-03,inbound,saude
22834,Santos S.A.,gaelpastor@cunha.br,Cassiano,MG,BR,2022-12-08,evento,varejo
22835,Cassiano,mateuscavalcante@melo.com,Cunha de Fernandes,GO,BR,2024-09-29,parceiro,financeiro
22836,Sales - EI,luiz-otaviocasa-grande@araujo.com,Rios,GO,BR,2022-07-20,outbound,saude
22837,Almeida,qbarros@gomes.br,Lima do Amparo,AM,BR,2023-01-13,inbound,industria
22838,Alves S.A.,marquesamanda@porto.br,Dias da Praia,MG,BR,2025-02-01,inbound,industria
22839,Lima,vitor-gabrielmontenegro@siqueira.com,Pacheco de Mendonca,CE,BR,2023-04-03,inbound,ti
22840,Monteiro,sophiada-rocha@viana.org,Novais de Goias,MG,BR,2024-09-17,inbound,educacao
22841,Teixeira Ltda.,freitaspedro-henrique@sales.br,Vieira das Pedras,MA,BR,2024-06-19,inbound,saude
22842,da Cunha Rocha e Filhos,mouraana-beatriz@fogaca.br,das Neves de da Rosa,GO,BR,2023-09-24,parceiro,ti
22843,Cavalcante Barros S/A,casa-grandeevelyn@gomes.com,Lima,MT,BR,2024-11-17,inbound,financeiro
22844,Pires - EI,britobenicio@teixeira.com,Goncalves,RJ,BR,2025-02-04,parceiro,ti
22845,Cardoso - ME,noah46@caldeira.org,Nogueira dos Dourados,BA,BR,2023-06-24,inbound,varejo
22846,Teixeira,marcos-vinicius97@viana.br,Siqueira,DF,BR,2025-04-24,inbound,saude
22847,da Costa Mendonca - ME,fonsecadavi-lucca@pinto.br,Fogaca,DF,BR,2022-07-14,inbound,industria
22848,Pires Novaes S/A,anacamara@montenegro.com,Nunes,PI,BR,2025-03-15,parceiro,industria
22849,Viana da Cruz S/A,amanda21@ferreira.com,da Cunha,SP,BR,2024-02-11,outbound,financeiro
22850,Brito da Luz Ltda.,qazevedo@pereira.br,Barbosa,SC,BR,2024-05-21,inbound,ti
22851,da Cruz Mendonca - EI,diogovieira@machado.com,Ferreira,MT,BR,2023-11-20,inbound,industria
22852,Costela Ltda.,agathafonseca@moura.br,Melo,RJ,BR,2022-05-08,evento,saude
22853,Cunha,da-matalais@caldeira.br,Garcia do Galho,SC,BR,2022-04-16,outbound,saude
22854,Sousa Cirino - EI,heloisa38@barbosa.net,da Cunha,SP,BR,2022-12-18,inbound,financeiro
22855,da Luz,vasconcelosyago@novaes.org,Oliveira,MG,BR,2024-04-13,inbound,educacao
22856,Fonseca Leao Ltda.,cgarcia@alves.com,Porto,RS,BR,2022-11-10,inbound,servicos
22857,Novaes,bryan60@ribeiro.br,Mendonca do Campo,PA,BR,2024-09-27,outbound,industria
22858,Jesus,vitor-gabriel73@da.net,Aragao do Galho,MG,BR,2025-09-06,inbound,financeiro
22859,Souza e Filhos,ana-lizcassiano@aragao.br,da Mota de da Luz,MS,BR,2023-01-19,parceiro,servicos
22860,Novaes,da-pazmaria-luiza@rezende.com,Novaes de das Neves,PA,BR,2024-09-28,outbound,varejo
22861,Andrade S/A,dpereira@sales.com,Martins,GO,BR,2022-01-17,inbound,educacao
22862,Novais,leticiaalbuquerque@siqueira.com,Sales de Camara,RS,BR,2024-12-25,inbound,saude
22863,Sampaio,tda-costa@oliveira.com,Cardoso Grande,RN,BR,2024-06-04,inbound,financeiro
22864,Nogueira Camargo Ltda.,yuri19@guerra.org,Marques,PR,BR,2025-02-10,inbound,varejo
22865,Freitas,fcorreia@camara.org,Mendonca,PE,BR,2022-03-12,outbound,servicos
22866,Borges Ltda.,vianaallana@garcia.com,Oliveira,DF,BR,2024-12-20,inbound,ti
22867,Camara,barbosabento@pastor.com,Correia,BA,BR,2023-03-20,inbound,ti
22868,Marques,bpastor@fonseca.com,Nunes de da Mata,RN,BR,2024-08-26,inbound,servicos
22869,Novais e Filhos,lara64@moreira.com,Gomes,BA,BR,2025-08-30,inbound,industria
22870,Mendes - ME,lopesester@vieira.org,Santos,MA,BR,2023-04-28,inbound,industria
22871,Pinto,ipinto@sousa.com,Araujo,CE,BR,2025-06-21,inbound,financeiro
22872,da Paz - EI,ana-luiza31@silveira.br,Camargo,RJ,BR,2023-06-01,outbound,varejo
22873,Ferreira e Filhos,jose-pedrosilva@da.br,Andrade Verde,PI,BR,2022-11-13,inbound,servicos
22874,da Rocha Ltda.,maria-helenaabreu@da.br,Barbosa,MA,BR,2024-11-10,inbound,servicos
22875,Jesus,vicente37@ribeiro.net,Caldeira da Prata,SC,BR,2023-11-29,inbound,ti
22876,Peixoto e Filhos,upeixoto@mendonca.com,da Mota,DF,BR,2023-12-22,inbound,varejo
22877,da Cunha,ana-julia07@leao.org,Mendes das Flores,PA,BR,2022-08-19,parceiro,varejo
22878,Marques S/A,fernandaalmeida@rodrigues.net,Camargo da Praia,RJ,BR,2024-05-13,inbound,saude
22879,Abreu - ME,ana29@sales.br,Viana,DF,BR,2025-01-06,parceiro,varejo
22880,Leao,vitoria50@andrade.org,Jesus de Goias,DF,BR,2023-07-17,outbound,ti
22881,Goncalves Goncalves - ME,pereiradavi@albuquerque.org,da Rosa,PR,BR,2024-02-08,outbound,ti
22882,da Rocha,marcelo18@pires.org,Andrade Paulista,RS,BR,2024-03-18,evento,financeiro
22883,Rios,costelasarah@caldeira.com,Siqueira,RJ,BR,2023-06-14,parceiro,industria
22884,da Costa,manuella43@oliveira.com,da Rocha das Flores,BA,BR,2022-10-17,inbound,industria
22885,Camara,alvesmaysa@abreu.net,Cunha de Minas,PB,BR,2025-05-26,inbound,industria
22886,Monteiro,renanporto@nascimento.org,Mendonca do Norte,RN,BR,2022-04-10,parceiro,industria
22887,Lopes,maria-isispastor@guerra.br,Souza,GO,BR,2022-05-29,inbound,varejo
22888,Pereira,carolinaribeiro@nunes.br,Cardoso,PB,BR,2025-03-24,inbound,educacao
22889,Pinto,luiz-otavio11@carvalho.org,Nogueira de Aragao,PE,BR,2023-01-30,outbound,ti
22890,Cavalcante e Filhos,joao-vitorsilva@cassiano.com,Souza de Rios,ES,BR,2023-01-11,inbound,financeiro
22891,da Mota da Paz S.A.,freitasantonio@novais.br,Cavalcanti,SP,BR,2022-04-12,outbound,financeiro
22892,Novais Caldeira - ME,teixeirabarbara@goncalves.com,Caldeira do Norte,PI,BR,2024-02-21,inbound,varejo
22893,Cirino Garcia - ME,mathias68@da.org,Pinto do Norte,ES,BR,2022-04-02,inbound,ti
22894,Moraes,portostella@oliveira.com,Aragao do Amparo,SC,BR,2023-02-15,outbound,industria
22895,Pimenta,olivia66@rocha.br,Mendonca,MG,BR,2023-02-10,inbound,educacao
22896,Moura e Filhos,fcorreia@cavalcanti.net,Brito do Campo,PR,BR,2022-01-21,inbound,varejo
22897,Brito,igornunes@da.com,Moraes,MT,BR,2023-09-24,inbound,ti
22898,Gomes,gaparecida@cavalcante.org,Nogueira,ES,BR,2022-01-19,parceiro,educacao
22899,Novaes Moreira S.A.,alana33@ribeiro.net,Sampaio,PA,BR,2022-06-02,parceiro,servicos
22900,Cunha,maria-laurada-rosa@nogueira.com,da Luz das Flores,PA,BR,2022-10-28,inbound,financeiro
22901,Nascimento,francisco80@vieira.net,Farias de Almeida,RN,BR,2023-02-17,inbound,financeiro
22902,Ribeiro Ltda.,caiosilva@cunha.net,Fernandes,MS,BR,2022-07-21,evento,servicos
22903,Costa Borges e Filhos,pcostela@gomes.com,Vasconcelos,SC,BR,2022-05-19,evento,industria
22904,Barros,xcavalcante@moraes.br,Fonseca,ES,BR,2022-01-24,outbound,saude
22905,Barbosa Rocha S.A.,kfogaca@alves.net,Jesus,RJ,BR,2022-01-12,parceiro,saude
22906,Lopes,maria-liz25@lima.com,Aragao,RS,BR,2022-05-15,parceiro,ti
22907,Caldeira - ME,talmeida@carvalho.br,Pires,PI,BR,2024-07-24,inbound,industria
22908,Castro - ME,larissanovais@da.br,Costela,ES,BR,2022-03-22,inbound,saude
22909,Melo,davi-luiz39@moura.br,Porto de Minas,MG,BR,2024-12-29,parceiro,ti
22910,da Rosa das Neves - ME,brunosilva@oliveira.com,Aparecida da Serra,RN,BR,2025-05-12,inbound,industria
22911,Machado Cavalcante e Filhos,olivia55@nascimento.br,Cassiano da Mata,SC,BR,2023-08-14,inbound,educacao
22912,da Conceicao Vargas - EI,cardosothiago@rios.br,Alves,RN,BR,2024-09-18,inbound,educacao
22913,Mendes - ME,brenosouza@pastor.com,da Mota Alegre,RN,BR,2025-07-26,inbound,varejo
22914,Pimenta e Filhos,rcosta@cassiano.br,Pires,GO,BR,2023-12-12,outbound,varejo
22915,Novais,gabriel74@cavalcanti.org,Pinto de da Conceicao,BA,BR,2025-08-10,outbound,financeiro
22916,Cavalcante Ferreira - EI,ana-liz00@silva.com,Albuquerque,RJ,BR,2024-03-07,outbound,ti
22917,Rios,mirella36@costa.com,Camara da Serra,MA,BR,2025-03-25,inbound,servicos
22918,Ribeiro,rsiqueira@aragao.br,da Cunha,RJ,BR,2024-01-01,outbound,varejo
22919,Campos Cunha e Filhos,agathamoura@fogaca.com,Montenegro de Martins,PA,BR,2022-10-04,parceiro,ti
22920,Sampaio,davi-luizbrito@nogueira.org,Campos,AM,BR,2025-07-12,outbound,financeiro
22921,da Rosa,pazevedo@farias.org,Sa do Sul,RN,BR,2022-02-18,parceiro,varejo
22922,Moura - ME,qfogaca@pastor.com,Duarte Verde,GO,BR,2023-09-02,inbound,industria
22923,Machado,spimenta@freitas.com,Aragao Alegre,CE,BR,2022-10-20,outbound,financeiro
22924,Alves,correiaarthur-gabriel@rodrigues.com,Andrade de Peixoto,CE,BR,2024-11-10,inbound,industria
22925,Correia,fariaslucas@duarte.com,Peixoto Alegre,MT,BR,2023-04-17,inbound,varejo
22926,Cassiano,kaique58@freitas.com,Araujo,PA,BR,2025-03-07,parceiro,ti
22927,Caldeira,usouza@borges.br,Silveira,GO,BR,2022-08-18,inbound,financeiro
22928,Ferreira,luiz-gustavofreitas@dias.br,Farias,ES,BR,2024-04-17,inbound,industria
22929,Fernandes,isabella64@moura.com,Garcia do Amparo,MG,BR,2022-12-23,outbound,ti
22930,Mendonca,pda-conceicao@casa.com,Lopes,SP,BR,2023-06-25,inbound,educacao
22931,Gomes S/A,macedoigor@vieira.com,Jesus,PE,BR,2024-04-06,outbound,saude
22932,Sousa da Rocha Ltda.,teixeiraluiz-gustavo@cirino.org,Souza,MA,BR,2024-07-24,outbound,financeiro
22933,Farias Campos S/A,sabrinanogueira@carvalho.br,Camara,PA,BR,2024-11-10,outbound,industria
22934,Peixoto Ltda.,xda-luz@aragao.br,Cassiano Verde,BA,BR,2024-03-24,outbound,financeiro
22935,Farias,da-conceicaocalebe@sales.com,Oliveira da Praia,PA,BR,2023-10-07,parceiro,financeiro
22936,Barbosa,sara36@moraes.com,Correia,SC,BR,2023-06-11,inbound,ti
22937,da Rocha Caldeira Ltda.,marquesalicia@alves.com,Lima,MG,BR,2024-10-18,outbound,educacao
22938,Moraes Lopes S.A.,bda-cruz@cirino.org,Borges,SC,BR,2025-02-02,outbound,varejo
22939,Novaes,marcos-viniciuscasa-grande@nunes.net,Costela de Minas,MG,BR,2023-09-15,inbound,saude
22940,Abreu,carolinegoncalves@pires.com,da Conceicao,PA,BR,2024-04-30,parceiro,varejo
22941,Lima S/A,raulpereira@rios.com,Pires,PA,BR,2025-09-21,parceiro,ti
22942,Aragao,melissa24@farias.br,Pacheco da Mata,PA,BR,2023-02-28,inbound,ti
22943,da Cunha,eduarda94@macedo.com,Azevedo das Pedras,SP,BR,2023-09-15,inbound,varejo
22944,da Rosa Ltda.,araujoluisa@leao.net,Andrade de Nunes,PE,BR,2022-01-04,evento,varejo
22945,Cunha,barrosluna@dias.org,das Neves,PR,BR,2023-04-14,inbound,servicos
22946,Monteiro Sales Ltda.,rgomes@moura.com,Costa das Pedras,PI,BR,2023-10-26,inbound,varejo
22947,Almeida Brito Ltda.,santoshenry@cassiano.com,Casa Grande,RN,BR,2024-06-05,outbound,servicos
22948,Pimenta,aragaojuliana@farias.com,Vasconcelos,CE,BR,2023-06-22,evento,educacao
22949,da Mota - ME,milenamoraes@martins.net,Freitas Paulista,PA,BR,2025-05-02,inbound,ti
22950,Garcia e Filhos,jesuslucca@nogueira.br,Vieira da Mata,PA,BR,2022-12-26,parceiro,ti
22951,Barbosa,qandrade@novais.com,Araujo da Serra,PR,BR,2023-06-04,inbound,servicos
22952,Melo,ssilva@sales.br,Dias da Mata,MT,BR,2025-01-01,inbound,ti
22953,Correia Melo - ME,pleao@novais.net,Borges,GO,BR,2025-01-06,evento,financeiro
22954,Abreu,aurora29@cassiano.br,Pereira,MT,BR,2022-03-09,parceiro,ti
22955,Costa Ltda.,tnascimento@pacheco.com,Rios do Campo,BA,BR,2023-11-26,inbound,financeiro
22956,Pires - ME,yrodrigues@da.br,Porto de Cirino,RN,BR,2025-09-19,inbound,servicos
22957,Albuquerque - EI,aparecidaana-carolina@guerra.org,Camargo,RS,BR,2022-03-26,inbound,ti
22958,Mendonca S/A,limaanna-liz@cavalcanti.org,Costa do Galho,DF,BR,2022-03-20,outbound,servicos
22959,Mendes,andre31@nunes.com,Lopes da Prata,DF,BR,2025-08-22,inbound,ti
22960,Ribeiro Ltda.,lorenzo11@rocha.br,Borges,MS,BR,2022-01-20,inbound,educacao
22961,Caldeira,carolina72@ribeiro.br,Nascimento,PI,BR,2022-06-05,inbound,varejo
22962,Pacheco,vitor-hugoguerra@moura.org,Araujo,ES,BR,2025-02-14,evento,saude
22963,Brito,maria-juliacasa-grande@novaes.com,Sousa Grande,CE,BR,2024-05-29,inbound,industria
22964,Pacheco,cardosobrenda@da.br,Lopes Alegre,MG,BR,2024-07-27,inbound,saude
22965,Duarte,gustavo37@macedo.com,Freitas,MS,BR,2022-01-28,inbound,ti
22966,Nogueira Mendonca S.A.,mariane29@pacheco.com,Castro,ES,BR,2023-09-02,outbound,educacao
22967,Novaes,maria-lizviana@porto.net,Araujo de Rios,MS,BR,2024-08-31,inbound,educacao
22968,Martins S.A.,pietracirino@silveira.net,Borges de Minas,SP,BR,2025-09-14,parceiro,industria
22969,Lima,vduarte@rodrigues.org,Goncalves da Praia,MS,BR,2023-02-23,parceiro,ti
22970,Moreira S/A,hda-costa@pimenta.net,Farias,GO,BR,2022-01-22,evento,educacao
22971,da Costa,ravy73@das.com,Camargo,PR,BR,2022-09-18,inbound,ti
22972,Garcia - EI,monteirokaique@novaes.com,Macedo Paulista,BA,BR,2022-03-01,evento,saude
22973,Moura,rafaeloliveira@teixeira.net,Santos,ES,BR,2024-07-25,inbound,varejo
22974,Martins Silva S.A.,emillyferreira@vargas.org,Araujo de Pacheco,PI,BR,2022-06-12,outbound,ti
22975,Rezende Almeida - EI,mendescaleb@mendonca.com,Fernandes,SC,BR,2025-02-11,inbound,ti
22976,Marques S/A,gustavo-henrique63@montenegro.br,Cirino de Camargo,MG,BR,2022-12-20,inbound,saude
22977,Silveira,gda-cunha@rodrigues.br,Camargo do Oeste,DF,BR,2022-07-15,inbound,industria
22978,da Mota,julia77@costela.com,Farias da Mata,RS,BR,2024-12-04,outbound,varejo
22979,Fernandes,benjaminnogueira@pacheco.com,Andrade,PA,BR,2023-09-17,inbound,educacao
22980,da Costa S/A,montenegrosara@pastor.br,Fernandes,MA,BR,2024-06-23,outbound,industria
22981,Garcia e Filhos,iribeiro@machado.net,Cassiano,PR,BR,2022-06-28,outbound,saude
22982,da Luz Ltda.,lauragarcia@goncalves.br,Fernandes de Marques,PB,BR,2022-11-21,inbound,saude
22983,Rocha - EI,alice31@silva.br,Camargo,SP,BR,2023-01-05,evento,varejo
22984,Moraes S/A,fcarvalho@santos.com,Viana,AM,BR,2023-07-22,inbound,ti
22985,da Conceicao,irodrigues@barbosa.com,Novais Grande,AM,BR,2024-02-18,inbound,servicos
22986,Aragao Alves S.A.,araujodaniela@ramos.com,Andrade,AM,BR,2024-07-14,inbound,financeiro
